numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exporstimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,remarks
489,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Export,Pistolet vieux,Nantes,Guinée,111,Paires,"2,5",.,
490,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Export,Pierres à fusils,Nantes,Guinée,324,Milliers,"3,5",.,
491,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Export,Porcelaine,Nantes,Guinée,80,Livres,5,.,
492,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Export,Potterie de Grez,Nantes,Guinée,24,Douzaines,"2,5",.,
493,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Export,Potterie de Terre,Nantes,Guinée,600,Livres,"1,25",.,
494,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Export,Pipes à fumer,Nantes,Guinée,2125,Grosses,2,.,
495,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Quincaille,Nantes,Guinée,430,Livres,"1,5",.,
496,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Rassade,Nantes,Guinée,7150,Livres,"0,75",.,
497,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Raz de St Maur,Nantes,Guinée,30,Livres,24,.,
498,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Ruban en or et argent,Nantes,Guinée,33,Livres,40,.,
499,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Ruban de soye,Nantes,Guinée,83,Livres,20,.,
500,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Romals,Nantes,Guinée,188,Pièces,.,.,pas de valeur unitaire
501,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Sucre terré,Nantes,Guinée,600,Livres,"0,365",.,
502,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Suif,Nantes,Guinée,15175,Livres,"0,5",.,
503,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Serge de laine,Nantes,Guinée,105,Livres,3,.,
504,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Salemporis bleuë,Nantes,Guinée,5137,Pièces,15,.,
505,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Salemporis bleuë,Nantes,Guinée,557,Livres,.,.,pas de valeur unitaire
506,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Salemporis blanc,Nantes,Guinée,1200,Pièces,17,.,
507,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Souliers de cuir,Nantes,Guinée,55,Paires,"3,5",.,
508,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Tabac d'Hollande,Nantes,Guinée,350,Livres,"0,9",.,
509,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Tabac de Brezil,Nantes,Guinée,4200,Livres,"0,7",.,
510,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Tabac de Virginie en feuille,Nantes,Guinée,2550,Livres,"0,4",.,
511,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Tabac en poudre,Nantes,Guinée,50,Livres,"0,75",.,
512,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Tabac filé,Nantes,Guinée,5225,Livres,"0,365",.,
513,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Tabac en manoque,Nantes,Guinée,1050,Livres,"0,375",.,
514,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Toile de Bretagne,Nantes,Guinée,11520,Livres,4,.,
515,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Toile de Cholet,Nantes,Guinée,200,Livres,2,.,
516,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Toile peinte,Nantes,Guinée,1703,Pièces,17,.,
517,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Toile platille,Nantes,Guinée,32793,Pièces,5,.,
518,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Tapsel,Nantes,Guinée,2284,Pièces,19,.,
519,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Vin de Bordeaux,Nantes,Guinée,"177,75",Tonneaux,300,.,
520,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Vin Nantois,Nantes,Guinée,128,Tonneaux,120,.,
521,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Vin de Montagne,Nantes,Guinée,"11,75",Tonneaux,200,.,
522,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Vinaigre,Nantes,Guinée,"3,25",Tonneaux,110,.,
523,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Vaisselle d'argent,Nantes,Guinée,16,Marcs,57,.,
524,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Verroterie,Nantes,Guinée,520,Livres,"1,2",.,
525,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Amandes cassées,Nantes,Isles françoises de l'Amérique,1600,Livres,"0,5",.,
526,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Ancres de fer,Nantes,Isles françoises de l'Amérique,2200,Livres,"0,26",.,
527,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Ardoises,Nantes,Isles françoises de l'Amérique,2174,Milliers,15,.,
528,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Boeuf salé,Nantes,Isles françoises de l'Amérique,9218,Barils,30,.,Erreur de calcul
529,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Beurre salé,Nantes,Isles françoises de l'Amérique,94675,Livres,"0,31",.,
530,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bière,Nantes,Isles françoises de l'Amérique,32,Bariques,25,.,
531,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bray gras,Nantes,Isles françoises de l'Amérique,144,Barils,18,.,
532,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bray sec,Nantes,Isles françoises de l'Amérique,5800,Livres,50,.,
533,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bombassin,Nantes,Isles françoises de l'Amérique,200,Livres,.,.,pas de valeur unitaire
534,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bas de soye,Nantes,Isles françoises de l'Amérique,110,Livres,40,.,
535,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bas de coton,Nantes,Isles françoises de l'Amérique,52,Paires,3,.,
536,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bottines,Nantes,Isles françoises de l'Amérique,74,Paires,7,.,
537,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Busses à rafiner sucre,Nantes,Isles françoises de l'Amérique,40,Nombres,10,.,
538,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Bariques en bottes,Nantes,Isles françoises de l'Amérique,325,Nombres,"1,75",.,
539,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,11,1740,Export,Briques,Nantes,Isles françoises de l'Amérique,60,Milliers,18,.,
540,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Confitures,Nantes,Isles françoises de l'Amérique,200,Livres,"0,6",.,
541,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Caffé de Moka,Nantes,Isles françoises de l'Amérique,1762,Livres,"2,325",.,
542,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Ceruse,Nantes,Isles françoises de l'Amérique,3500,Livres,"0,23",.,
543,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cire blanche en bougie,Nantes,Isles françoises de l'Amérique,8100,Livres,"1,75",.,
544,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cire blanche en pain,Nantes,Isles françoises de l'Amérique,1907,Livres,"1,5",.,
545,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Chandelle,Nantes,Isles françoises de l'Amérique,49150,Livres,"0,5",.,errueur calcul
546,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cottonnade,Nantes,Isles françoises de l'Amérique,260,Livres,.,.,
547,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Callemande,Nantes,Isles françoises de l'Amérique,100,Aunes,"1,25",.,
548,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Camelot écarlatte,Nantes,Isles françoises de l'Amérique,228,Aunes,2,.,
549,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Camelot de laine,Nantes,Isles françoises de l'Amérique,2280,Aunes,3,.,
550,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Crin de cheval,Nantes,Isles françoises de l'Amérique,2885,Livres,"0,625",.,
551,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cordages de chanvre,Nantes,Isles françoises de l'Amérique,326400,Livres,"0,25",.,
552,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Chapeaux castor,Nantes,Isles françoises de l'Amérique,2500,Nombres,18,.,
553,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Chapeaux demi castor,Nantes,Isles françoises de l'Amérique,292,Nombres,9,.,
554,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Chapeaux poil et laine,Nantes,Isles françoises de l'Amérique,60,Livres,3,.,
555,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Chapeaux communs,Nantes,Isles françoises de l'Amérique,308,Nombres,"2,25",.,
556,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Chapeaux à nègre,Nantes,Isles françoises de l'Amérique,217,Douzaines,14,.,
557,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cartes à jouer,Nantes,Isles françoises de l'Amérique,7500,Livres,1,.,
558,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cuir de roussy,Nantes,Isles françoises de l'Amérique,900,Livres,"1,375",.,
559,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cabarets vernis,Nantes,Isles françoises de l'Amérique,30,Nombres,9,.,
560,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cuivre ouvré,Nantes,Isles françoises de l'Amérique,14257,Livres,"1,5",.,
561,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cuivre en planches,Nantes,Isles françoises de l'Amérique,2800,Livres,"1,5",.,
562,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Clou doré,Nantes,Isles françoises de l'Amérique,"10,5",Milliers,"7,5",.,
563,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Clou de fer,Nantes,Isles françoises de l'Amérique,253875,Livres,"0,21",.,
564,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Chaises de paille,Nantes,Isles françoises de l'Amérique,39,Douzaines,12,.,
565,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Carreaux de terre,Nantes,Isles françoises de l'Amérique,579,Milliers,18,.,
566,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Charbon de terre,Nantes,Isles françoises de l'Amérique,1019,Bariques,14,.,
567,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Cercles à tonneaux,Nantes,Isles françoises de l'Amérique,2453,Fournitures,10,.,
568,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Droguerie épicerie,Nantes,Isles françoises de l'Amérique,1050,Livres,3,.,
569,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Dorure fine,Nantes,Isles françoises de l'Amérique,59,Livres,.,.,pas de valeur unitaire
570,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Dentelle Dupuy,Nantes,Isles françoises de l'Amérique,662,Livres,.,.,pas de valeur unitaire
571,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,"Drap de laine, commun",Nantes,Isles françoises de l'Amérique,1017,Aunes,9,.,
572,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,"Drap de laine, commun",Nantes,Isles françoises de l'Amérique,735,Livres,,,
573,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Drap de Languedoc,Nantes,Isles françoises de l'Amérique,2740,Aunes,6,.,
574,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Drap de Carcassonne,Nantes,Isles françoises de l'Amérique,615,Aunes,8,.,
575,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Drap de Sedan,Nantes,Isles françoises de l'Amérique,751,Aunes,10,.,
576,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Eau de vie,Nantes,Isles françoises de l'Amérique,"67,66",Bariques,120,.,
577,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Etoffe de soye,Nantes,Isles françoises de l'Amérique,5503,Livres,40,.,
578,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Etoffe à peu de soye,Nantes,Isles françoises de l'Amérique,183,Aunes,"1,25",.,erreur de calcul de 2 barils
579,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Etamine de laine,Nantes,Isles françoises de l'Amérique,14060,Aunes,2,.,
580,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Etamine de laine,Nantes,Isles françoises de l'Amérique,7700,Livres,.,.,pas de valeur unitaire
581,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Etain ouvré,Nantes,Isles françoises de l'Amérique,900,Livres,"1,25",.,
582,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Essieux de fer,Nantes,Isles françoises de l'Amérique,3700,Livres,"0,2",.,
583,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Farine,Nantes,Isles françoises de l'Amérique,3609,Barils,"26,75",.,
584,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Feves,Nantes,Isles françoises de l'Amérique,19,Tonneaux,115,.,
585,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fruit cuit,Nantes,Isles françoises de l'Amérique,3000,Livres,"0,2",.,
586,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fromage,Nantes,Isles françoises de l'Amérique,9500,Livres,"0,2",.,
587,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fil de Rennes,Nantes,Isles françoises de l'Amérique,1540,Livres,"1,6",.,
588,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fil à voile,Nantes,Isles françoises de l'Amérique,90,Livres,"0,75",.,
589,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fil de Laton,Nantes,Isles françoises de l'Amérique,500,Livres,"1,5",.,
590,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fusils Boucanniers,Nantes,Isles françoises de l'Amérique,129,Nombres,20,.,
591,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fer ouvré,Nantes,Isles françoises de l'Amérique,33175,Livres,"0,255",.,
592,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fer en barres,Nantes,Isles françoises de l'Amérique,264100,Livres,"0,14",.,
593,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fer de fonte ouvré,Nantes,Isles françoises de l'Amérique,73500,Livres,"0,15",.,
594,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Ferremens,Nantes,Isles françoises de l'Amérique,50175,Livres,"0,3",.,erreur calcul
595,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fayance en vaiselle,Nantes,Isles françoises de l'Amérique,2266,Douzaines,4,.,
596,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Fayance en vaiselle,Nantes,Isles françoises de l'Amérique,3600,Livres,"0,3",.,
597,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,12,1740,Export,Formes à faire sucre,Nantes,Isles françoises de l'Amérique,9946,En nombre,"0,75",.,
598,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Graine de jardin,Nantes,Isles françoises de l'Amérique,675,Livres,2,.,
599,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Gaudron,Nantes,Isles françoises de l'Amérique,107,Barils,15,.,
600,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Galon d'or et d'argent,Nantes,Isles françoises de l'Amérique,63,Livres,80,.,
601,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Gans communs,Nantes,Isles françoises de l'Amérique,230,Douzaines de paires,9,.,
602,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Grapins de fer,Nantes,Isles françoises de l'Amérique,425,Livres,"0,3",.,
603,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Grilles de fer,Nantes,Isles françoises de l'Amérique,32600,Livres,"0,1",.,
604,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Huile d'olive,Nantes,Isles françoises de l'Amérique,8525,Livres,"0,75",.,
605,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Huile de graine,Nantes,Isles françoises de l'Amérique,8175,Livres,"0,3",.,
606,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Huile de morue,Nantes,Isles françoises de l'Amérique,8300,Livres,"0,225",.,
607,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Haches de fer,Nantes,Isles françoises de l'Amérique,2020,Nombres,1,.,
608,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,houes de fer,Nantes,Isles françoises de l'Amérique,3335,Nombres,"0,9",.,
609,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Jambons,Nantes,Isles françoises de l'Amérique,3079,Livres,"0,05",.,
610,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Lard,Nantes,Isles françoises de l'Amérique,52350,Livres,"0,25",.,
611,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Lignes à pêcher,Nantes,Isles françoises de l'Amérique,350,Livres,"0,75",.,
612,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Morue sèche,Nantes,Isles françoises de l'Amérique,40700,Livres,"0,16",.,
613,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Mouchoirs de Pontichery,Nantes,Isles françoises de l'Amérique,170,Pièces,21,.,
614,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Mercerie ordinaire,Nantes,Isles françoises de l'Amérique,49409,Livres,2,.,
615,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Marchandises à l'estimation,Nantes,Isles françoises de l'Amérique,,valeur,.,3790,
616,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Meubles,Nantes,Isles françoises de l'Amérique,,valeur,.,117048,
617,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Marmites de fer,Nantes,Isles françoises de l'Amérique,566,Nombres,2,.,
618,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Marmites de fer,Nantes,Isles françoises de l'Amérique,38050,Livres,"0,2",.,
619,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Meules à Taillandier,Nantes,Isles françoises de l'Amérique,288,Nombres,"2,5",.,
620,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Merrain à pipes douelles,Nantes,Isles françoises de l'Amérique,10000,Nombres,"0,45",.,
621,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Merrain à bariques douelles,Nantes,Isles françoises de l'Amérique,3500,Nombres,"0,2",.,
622,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Merrain à bariques douelles vieilles,Nantes,Isles françoises de l'Amérique,39500,Nombres,"0,15",.,
623,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Ozier,Nantes,Isles françoises de l'Amérique,5368,Bottes,"0,3",.,
624,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Poire,Nantes,Isles françoises de l'Amérique,10,Tonneaux,200,.,
625,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Poire,Nantes,Isles françoises de l'Amérique,24,Quarts,"16,6666667",.,
626,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Pruneaux de St Catherine,Nantes,Isles françoises de l'Amérique,200,Livres,"0,4",.,
627,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Pruneaux commun,Nantes,Isles françoises de l'Amérique,4000,Livres,"0,15",.,
628,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Poudre à poudrer,Nantes,Isles françoises de l'Amérique,1175,Livres,"0,25",.,
629,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Papier blanc,Nantes,Isles françoises de l'Amérique,9125,Livres,"0,6",.,
630,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Peaux de maroquin,Nantes,Isles françoises de l'Amérique,4,Douzaines,36,.,
631,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Peaux de veau corroyées,Nantes,Isles françoises de l'Amérique,364,Douzaines,12,.,
632,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Plomb en grenaille,Nantes,Isles françoises de l'Amérique,14100,Livres,"0,26",.,
633,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Plomb en plaques,Nantes,Isles françoises de l'Amérique,11475,Livres,"0,25",.,
634,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Poeles à frire,Nantes,Isles françoises de l'Amérique,250,Livres,"0,3",.,
635,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Poids de fer,Nantes,Isles françoises de l'Amérique,700,Livres,"0,25",.,
636,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Pipe a fumer,Nantes,Isles françoises de l'Amérique,1515,Grosses,2,.,
637,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Porcelaine,Nantes,Isles françoises de l'Amérique,3600,Livres,5,.,
638,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Potterie de terre,Nantes,Isles françoises de l'Amérique,10,Douzaines,3,.,
639,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Pierres à fusils,Nantes,Isles françoises de l'Amérique,6,Milliers,"3,5",.,
640,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Pierres de grison,Nantes,Isles françoises de l'Amérique,3433,Nombres,"1,75",.,
641,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Planches de sapin communes,Nantes,Isles françoises de l'Amérique,6084,Nombres,"0,8",.,
642,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Quincaille,Nantes,Isles françoises de l'Amérique,16125,Livres,"1,5",.,
643,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Rhubarbe,Nantes,Isles françoises de l'Amérique,30,Livres,30,.,
644,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Rouës de chaise,Nantes,Isles françoises de l'Amérique,52,Paires,45,.,
645,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,13,1740,Export,Rouës de cabrouets,Nantes,Isles françoises de l'Amérique,34,Paires,75,.,
