goods_simpl_classification,nbr_occurences_simpl,edentreaty_classification,obsolete,nbr_occurences_edentreaty
"planches de sapin de 10 à 12 pieds à 1 pouce 1,5 pouce d'épaisseur",1,,non,482667
planches de sapin de 10 à 12 pieds à 30 sous,1,,non,482667
planches de sapin de 10 à 13 pieds,3,,non,482667
planches de sapin de 10 à 14 pieds,2,,non,482667
planches de sapin de 10 à 15 pieds,1,,non,482667
"planches de sapin de 10 a 16 pieds et de 1 à 1,25 pouce d'épaisseur",2,,non,482667
planches de sapin de 10 à 18 pieds,1,,non,482667
planches de sapin de 10 à 20 pieds,1,,non,482667
planches de sapin de 10 pieds,57,,non,482667
planches de sapin de 10 pieds à 20 sous,2,,non,482667
planches de sapin de 10 pieds et 1 1/2 pouce,1,,non,482667
planches de sapin de 11 à 12,1,,non,482667
planches de sapin de 11 à 12 pieds,3,,non,482667
planches de sapin de 11 à 14 pieds,1,,non,482667
planches de sapin de 11 a 20 pieds de long et de 1 pouce d'épaisseur,1,,non,482667
planches de sapin de 11 pieds,14,,non,482667
planches de sapin de 12 à 13 pieds,2,,non,482667
planches de sapin de 12 à 14 pieds,2,,non,482667
planches de sapin de 12 à 15 pieds,3,,non,482667
planches de sapin de 12 à 16 pieds,2,,non,482667
planches de sapin de 12 à 18 pieds,1,,non,482667
planches de sapin de 12 à 20 pieds,2,,non,482667
planches de sapin de 12 pieds,49,,non,482667
planches de sapin de 13 à 14 pieds,3,,non,482667
"planches de sapin de 13 a 17 pieds et de 1 à 1,5 pouce d'épaisseur",2,,non,482667
planches de sapin de 13 pieds,12,,non,482667
"planches de sapin de 13 pieds et de 1,25 pouce d'épaisseur",1,,non,482667
planches de sapin de 14 à 15 pieds,1,,non,482667
planches de sapin de 14 à 16 pieds,2,,non,482667
planches de sapin de 14 pieds,8,,non,482667
planches de sapin de 15 à 16 pieds,1,,non,482667
planches de sapin de 15 a 17 pieds de long et de 1 pieds d'épaisseur,1,,non,482667
planches de sapin de 15 à 20 pieds,2,,non,482667
planches de sapin de 15 à 30 pieds,1,,non,482667
planches de sapin de 15 pieds,18,,non,482667
planches de sapin de 16 à 17 pieds,3,,non,482667
planches de sapin de 16 à 18 pieds,2,,non,482667
planches de sapin de 16 a 20 pieds et de 1 a 2 pouces d'épaisseur,2,,non,482667
planches de sapin de 16 pieds,19,,non,482667
planches de sapin de 17 à 18 pieds,1,,non,482667
planches de sapin de 17 à 20 pieds,1,,non,482667
planches de sapin de 17 pieds,2,,non,482667
planches de sapin de 18 à 20 pieds,5,,non,482667
planches de sapin de 18 à 21 pieds,1,,non,482667
planches de sapin de 18 à 22 pieds,1,,non,482667
planches de sapin de 18 pieds,51,,non,482667
planches de sapin de 20 à 22 pieds,2,,non,482667
planches de sapin de 20 à 24 pieds,1,,non,482667
planches de sapin de 20 à 25 pieds,2,,non,482667
planches de sapin de 20 à 26 pieds,1,,non,482667
planches de sapin de 20 à 27 pieds,2,,non,482667
planches de sapin de 20 à 30 pieds,3,,non,482667
planches de sapin de 20 pieds,30,,non,482667
planches de sapin de 21 à 22 pieds,1,,non,482667
planches de sapin de 21 à 24 pieds,1,,non,482667
planches de sapin de 21 pieds,1,,non,482667
planches de sapin de 22 à 23 pieds,1,,non,482667
planches de sapin de 22 pieds,15,,non,482667
planches de sapin de 23 pieds,3,,non,482667
planches de sapin de 24 à 26 pieds,1,,non,482667
planches de sapin de 24 à 27 pieds,1,,non,482667
planches de sapin de 24 à 30 pieds,2,,non,482667
planches de sapin de 24 à 36 pieds,1,,non,482667
planches de sapin de 24 pieds,20,,non,482667
planches de sapin de 25 à 26 pieds,1,,non,482667
planches de sapin de 25 pieds,16,,non,482667
planches de sapin de 26 à 27 pieds,6,,non,482667
planches de sapin de 26 à 30 pieds,1,,non,482667
planches de sapin de 26 pieds,21,,non,482667
planches de sapin de 27 à 28 pieds,3,,non,482667
"planches de sapin de 27 a 28 pieds et de 1,5 pouce d'épaisseur",1,,non,482667
planches de sapin de 27 à 30 pieds,4,,non,482667
planches de sapin de 27 pieds,15,,non,482667
planches de sapin de 28 à 30 pieds,4,,non,482667
planches de sapin de 28 pieds,7,,non,482667
planches de sapin de 29 à 30 pieds,1,,non,482667
planches de sapin de 29 pieds,2,,non,482667
planches de sapin de 3 à 4 pieds,4,,non,482667
planches de sapin de 3 à 6 pieds,1,,non,482667
planches de sapin de 3 pieds,1,,non,482667
planches de sapin de 3/4 pouce,1,,non,482667
planches de sapin de 30 à 32 pieds,2,,non,482667
planches de sapin de 30 à 33 pieds,1,,non,482667
planches de sapin de 30 à 34 pieds,1,,non,482667
planches de sapin de 30 à 36 pieds,2,,non,482667
planches de sapin de 30 à 38 pieds,1,,non,482667
planches de sapin de 30 à 40 pieds,1,,non,482667
planches de sapin de 30 pieds,35,,non,482667
planches de sapin de 31 pieds,3,,non,482667
planches de sapin de 32 à 33 pieds,2,,non,482667
planches de sapin de 32 pieds,6,,non,482667
planches de sapin de 33 à 34 pieds,1,,non,482667
planches de sapin de 33 pieds,4,,non,482667
planches de sapin de 35 pieds,3,,non,482667
planches de sapin de 36 pieds,8,,non,482667
planches de sapin de 38 pieds,2,,non,482667
planches de sapin de 4 à 5 pieds,14,,non,482667
planches de sapin de 4 à 5 pieds à 4 sous,1,,non,482667
planches de sapin de 4 pieds,6,,non,482667
planches de sapin de 4 pieds à 6 pouces,1,,non,482667
planches de sapin de 40 pieds,6,,non,482667
planches de sapin de 45 pieds,1,,non,482667
planches de sapin de 48 pieds,1,,non,482667
planches de sapin de 5 à 12 pieds à 1 pouce 1 pouce 1/2 d'épaisseur,1,,non,482667
planches de sapin de 5 à 6 pieds,15,,non,482667
planches de sapin de 5 à 6 pieds à 4 sous,1,,non,482667
planches de sapin de 5 à 7 pieds,2,,non,482667
planches de sapin de 5 pieds,9,,non,482667
planches de sapin de 50 pieds,2,,non,482667
planches de sapin de 6 a 10 pieds et de 1 pouce d'épaisseur,2,,non,482667
planches de sapin de 6 à 15 pieds,1,,non,482667
planches de sapin de 6 à 7 pieds,8,,non,482667
planches de sapin de 6 à 8 pieds,1,,non,482667
planches de sapin de 6 pieds,8,,non,482667
planches de sapin de 6 pieds et de 1 pouce d'épaisseur,1,,non,482667
planches de sapin de 7 à 10 pieds,1,,non,482667
planches de sapin de 7 à 12 pieds,1,,non,482667
planches de sapin de 7 à 8 pieds,17,,non,482667
planches de sapin de 7 à 8 pieds à 6 sous,1,,non,482667
planches de sapin de 7 à 9 pieds,2,,non,482667
planches de sapin de 7 pieds,11,,non,482667
planches de sapin de 75 pieds,1,,non,482667
planches de sapin de 8 à 10 pieds,5,,non,482667
planches de sapin de 8 à 10 pieds à 10 sous,1,,non,482667
"planches de sapin de 8 a 11 pieds et de 1 a 1,5 pouce d'épaisseur",3,,non,482667
planches de sapin de 8 à 12 pieds,2,,non,482667
"planches de sapin de 8 a 12 pieds et de 1 a 1,5 pouce d'épaisseur",5,,non,482667
planches de sapin de 8 à 13 pieds,1,,non,482667
planches de sapin de 8 à 7 pieds,1,,non,482667
planches de sapin de 8 à 9 pieds,36,,non,482667
planches de sapin de 8 à 9 pieds à 10 sous,1,,non,482667
planches de sapin de 8 à 9 pieds à 12 sous,1,,non,482667
planches de sapin de 8 pieds,36,,non,482667
planches de sapin de 8 pieds à 12 sous,1,,non,482667
planches de sapin de 85 pieds,1,,non,482667
planches de sapin de 9 à 10,1,,non,482667
planches de sapin de 9 à 10 pieds,33,,non,482667
planches de sapin de 9 à 10 pieds à 15 sous,1,,non,482667
planches de sapin de 9 à 10-11 pieds,1,,non,482667
planches de sapin de 9 à 11 pieds,5,,non,482667
planches de sapin de 9 à 12 pieds,2,,non,482667
planches de sapin de 9 à 13 pieds,1,,non,482667
planches de sapin de 9 à 15 pieds,1,,non,482667
planches de sapin de 9 pieds,29,,non,482667
planches de sapin de 9 pieds de longueur,2,,non,482667
"planches de sapin de 9 pieds et de 1,25 pouce d'épaisseur",1,,non,482667
planches de sapin de Coperwick,1,,non,482667
planches de sapin de Norvège,1,,non,482667
planches de sapin de Poméranie,1,,non,482667
planches de sapin de Prusse,1,,non,482667
planches de sapin de rebut,6,,non,482667
planches de sapin de rebut de 75 pieds,1,,non,482667
planches de sapin demi planches,20,,non,482667
planches de sapin duicroco,1,,non,482667
planches de sapin et rebut,2,,non,482667
planches de sapin fendues,2,,non,482667
planches de sapin grand,6,,non,482667
planches de sapin pour bordage,1,,non,482667
planches de sapin pour grenier,4,,non,482667
planches de sapin rebut,3,,non,482667
planches de sapin rebut de 10 pieds,1,,non,482667
planches de sapin rebut de 26 pieds,1,,non,482667
planches de sapin refendues,4,,non,482667
planches de sapin resciées,3,,non,482667
planches de sapin rouge,1,,non,482667
planches de sapin rouge de 9 pieds,1,,non,482667
planches de serva,1,,non,482667
planches de Suisse,1,,non,482667
planches de vathout,1,,non,482667
planches de wagheschot,1,,non,482667
planches demies,5,,non,482667
planches demies de sapin de 3 à 4 pieds de long et de 1 pouce d'épaisseur,2,,non,482667
"planches demies de sapin de 3 à 5 pieds de long et de 1,25 pouce d'épaisseur",2,,non,482667
"planches demies de sapin de 3 à 5,5 pieds de long et de 1,5 à 1,35 pouce d'épaisseur",3,,non,482667
planches dites feuillet,1,,non,482667
planches dites feuillet et quartiers,1,,non,482667
planches dites genoux de bateaux,1,,non,482667
planches dites Noordschedelen de 11 à 12 pieds,1,,non,482667
planches dites Noordschedelen de 15 à 16 pieds,1,,non,482667
planches du Danemark,1,,non,482667
planches en faux,1,,non,482667
planches en poutres,1,,non,482667
planches et poutrelles de bois de passementerie,3,,non,482667
planches fendues,1,,non,482667
planches laquées,1,,non,482667
planches lourdes,1,,non,482667
planches moyennes,1,,non,482667
planches petites,3,,non,482667
planches petites de sapin,9,,non,482667
planches pour faux,1,,non,482667
planches pour grenier,11,,non,482667
planches refendues,2,,non,482667
planches sciées,2,,non,482667
planches sciées de long,1,,non,482667
plançons,5,,non,482667
plançons courbes,1,,non,482667
plançons de chêne,2,,non,482667
plantes d'asperges et jets de houblon,1,,non,482667
plantes de jasmin,5,,non,482667
plantes de romarin,1,,non,482667
plantes diverses,22,,non,482667
plantes herbes racines etc.,23,,non,482667
plants ???,1,,non,482667
plants d'arbres,49,,non,482667
plants d'arbres à fruits,3,,non,482667
plants d'argent,1,,non,482667
plants d'artichauts,2,,non,482667
plants d'asperges,23,,non,482667
plants d'oignon,3,,non,482667
plants d'oignons,1,,non,482667
plants d'oranger,59,,non,482667
plants de bois,1,,non,482667
plants de bois sauvages,1,,non,482667
plants de cédrat,3,,non,482667
plants de chinois et fleurs,1,,non,482667
plants de choux,1,,non,482667
plants de citronnier,8,,non,482667
plants de fleurs,31,,non,482667
plants de jardin,1,,non,482667
plants de jasmin,9,,non,482667
plants de mûriers,22,,non,482667
plants de rouge d'Espagne,1,,non,482667
plants de tabac,1,,non,482667
plants de vigne,11,,non,482667
plaques,1,,non,482667
plaques de bois,1,,non,482667
plaques de cheminée,5,,non,482667
plaques de cheminées en fer,1,,non,482667
plaques de cornes,1,,non,482667
plaques de cuivre,41,,non,482667
plaques de cuivre rouge,1,,non,482667
plaques de fer,55,,non,482667
plaques de fer battu,1,,non,482667
plaques de fer de fonte,1,,non,482667
plaques de four,1,,non,482667
plaques en tôle,1,,non,482667
plastres,0,,oui,482667
plat de grès,1,,non,482667
plateaux,2,,non,482667
plateaux argentés,1,,non,482667
plateaux de bois,3,,non,482667
plateaux de bois pour peser,1,,non,482667
plateaux de bordure de cuivre,1,,non,482667
plateaux de cuivre,3,,non,482667
plateaux de fer,1,,non,482667
plateaux de fer vernis,2,,non,482667
plateaux de noyer,1,,non,482667
plateaux pour fléaux,1,,non,482667
plateaux vernis,1,,non,482667
plateaux vernis et de cote,1,,non,482667
plates de cuivre,8,,non,482667
plates de cuivre ciselées et gravées,1,,non,482667
plates de cuivre jaune,1,,non,482667
plates de cuivre rouge,1,,non,482667
plates de fer,20,,non,482667
platies,2,,non,482667
platille,340,,non,482667
platille de lin,8,,non,482667
platille de lin de Silésie,1,,non,482667
platille de retour,0,,oui,482667
platille de retour faute de vente,1,,non,482667
platille des Indes,2,,non,482667
platille pour Guinée,1,,non,482667
platille roussie,1,,non,482667
platines,4,,non,482667
platines à cassave,11,,non,482667
platines à verdet,1,,non,482667
platines de cuivre,106,,non,482667
platines de cuivre et plaques de cuivre,1,,non,482667
platines de fer,11,,non,482667
platines de fer coulé de fonte,1,,non,482667
platines de fer-blanc,1,,non,482667
platines de ferrure,1,,non,482667
platines de fusils,8,,non,482667
platines de serrure,0,,oui,482667
platines en lingots,2,,non,482667
platines minerai,1,,non,482667
plâtre,405,,non,482667
plâtre brut,1,,non,482667
plâtre calciné ou brut,2,,non,482667
plâtre calciné ou moulé préparé,2,,non,482667
plâtre calciné ou moulé soit préparé,4,,non,482667
plâtre de pierres,1,,non,482667
plâtre et pierres ditto,1,,non,482667
plâtre et pierres ditto par livre,1,,non,482667
plâtre gris,1,,non,482667
plâtre moulu,2,,non,482667
plâtre moulu soit préparé,1,,non,482667
plats de boire,1,,non,482667
plats de bois,8,,non,482667
plats de d'étain,1,,non,482667
plats de faïence,1,,non,482667
plats de fer,15,,non,482667
plats de sapin,1,,non,482667
plats et pots d'étain,1,,non,482667
plattile,0,,oui,482667
plawens,2,,non,482667
plawens ou codde,2,,non,482667
pléd,0,,oui,482667
plesny,1,,non,482667
plètes de 21 pièces chaque,0,,oui,482667
pleviers,1,,non,482667
plies sèches,4,,non,482667
ploc,0,,oui,482667
ploc de 30 pieds,0,,oui,482667
ploc filé,0,,oui,482667
ploc non filé,0,,oui,482667
ploc salé,0,,oui,482667
plocq,102,,non,482667
plomb,360,,non,482667
plomb à gibier,6,,non,482667
plomb à tirer,2,,non,482667
plomb argenté,1,,non,482667
plomb battu ou laminé,7,,non,482667
plomb brut,14,,non,482667
plomb brut en pain,1,,non,482667
plomb de caisse de thé,1,,non,482667
plomb de chasse,43,,non,482667
plomb de cuivre battu,4,,non,482667
plomb de pêche,1,,non,482667
plomb de soude,1,,non,482667
plomb divers,28,,non,482667
plomb en barre,19,,non,482667
plomb en bloc,8,,non,482667
plomb en feuilles,4,,non,482667
plomb en grenaille,890,,non,482667
plomb en lingot,8,,non,482667
plomb en masse,1,,non,482667
plomb en pain,13,,non,482667
plomb en plaque,17,,non,482667
plomb en poids,1,,non,482667
plomb en rolles et travaillé,1,,non,482667
plomb en rouleau,104,,non,482667
plomb en rouleau et en tables,2,,non,482667
plomb en rouleau lingots,4,,non,482667
plomb en rouleau lingots etc.,2,,non,482667
plomb en rouleau lingots tables,1,,non,482667
plomb en saumon,1270,,non,482667
plomb en saumon d'Allemagne,2,,non,482667
plomb et toutenague,93,,non,482667
plomb giboyer,1,,non,482667
plomb laminé,47,,non,482667
plomb laminé rouleau,1,,non,482667
plomb pour filet à pêcher,1,,non,482667
plomb sable,1,,non,482667
plomb thé,1,,non,482667
plomb tuyaux d'orgues,1,,non,482667
plomb vieux,4,,non,482667
plombagine,4,,non,482667
plomp de mer,0,,oui,482667
plumes,194,,non,482667
plumes à cure-dents,15,,non,482667
plumes à écrire,574,,non,482667
plumes à écrire d'oie,3,,non,482667
plumes à écrire et à lit,164,,non,482667
plumes à écrire et à lit duvet et édredon,15,,non,482667
plumes à écrire non travaillées,1,,non,482667
plumes à lit,503,,non,482667
plumes à lit brutes,1,,non,482667
plumes à lit vives,1,,non,482667
plumes à manchon,10,,non,482667
plumes à phants,1,,non,482667
plumes à plumet,1,,non,482667
plumes à volant,14,,non,482667
plumes apprêtées,3,,non,482667
plumes apprêtées à écrire,18,,non,482667
plumes apprêtées blanches de parure,2,,non,482667
plumes apprêtées blanches grandes de parure,2,,non,482667
plumes apprêtées d'autruche,328,,non,482667
plumes apprêtées de coq,1,,non,482667
plumes apprêtées de parure,2,,non,482667
plumes apprêtées grandes de parure,2,,non,482667
plumes apprêtées noires de parure,4,,non,482667
plumes apprêtées petites de parure,2,,non,482667
plumes blanches brutes de parure,2,,non,482667
plumes blanches brutes grandes de parure,2,,non,482667
plumes brutes,3,,non,482667
plumes brutes à écrire,22,,non,482667
plumes brutes à genice,4,,non,482667
plumes brutes de parure,28,,non,482667
plumes brutes et de parure,0,,oui,482667
plumes brutes grandes de parure,3,,non,482667
plumes brutes noires de parure,4,,non,482667
plumes brutes petites de parure,3,,non,482667
plumes communes à lit,1,,non,482667
plumes cordons gris et jaunes et rouges et à écrire,2,,non,482667
plumes cordons jaunes à écrire,1,,non,482667
plumes cordons rouges à écrire,1,,non,482667
plumes d'aigledon,31,,non,482667
plumes d'aiglon,5,,non,482667
plumes d'autruche,195,,non,482667
plumes d'autruche à écrire,1,,non,482667
plumes d'autruche blanches,2,,non,482667
plumes d'autruche brutes,181,,non,482667
plumes d'autruche crues,15,,non,482667
plumes d'autruche crues et noires,1,,non,482667
plumes d'autruche et autres de parure,66,,non,482667
plumes d'autruche et de vautour,11,,non,482667
plumes d'autruche noires,2,,non,482667
plumes d'autruche ouvrées,0,,oui,482667
plumes d'édredon,25,,non,482667
plumes d'oie,137,,non,482667
plumes d'oie à lit,2,,non,482667
plumes d'oiseaux,1,,non,482667
plumes de coq,3,,non,482667
plumes de lin,57,,non,482667
plumes de poule,48,,non,482667
plumes de soie,1,,non,482667
plumes duvet,3,,non,482667
plumes en ???,1,,non,482667
plumes idem,1,,non,482667
plumes mortes,1,,non,482667
plumes mortes à lit,2,,non,482667
plumes noire,3,,non,482667
plumes ouvrées,0,,oui,482667
plumes pour dévidoir,1,,non,482667
plumes pour duvet,1,,non,482667
plumes teintes,2,,non,482667
plumes vives,1,,non,482667
plumes vives à lit,2,,non,482667
plumets,8,,non,482667
plumets pour chapeaux,2,,non,482667
pluviers,1,,non,482667
poches de peau,1,,non,482667
poêles,2,,non,482667
poêles à chaudron de fer,1,,non,482667
poêles à chauffer,3,,non,482667
poêles à feu,38,,non,482667
poêles à frire,138,,non,482667
poêles à frire de fer,162,,non,482667
poêles à frire de fer battu,1,,non,482667
poêles d'airain,1,,non,482667
poêles de faïence,4,,non,482667
poêles de fer,62,,non,482667
poêles de fer à feu,4,,non,482667
poêles de fer de fonte,1,,non,482667
poêles de fer et leurs tuyaux,2,,non,482667
poêles de feu à frire,1,,non,482667
poêles de terre,1,,non,482667
poêlons de cuivre,2,,non,482667
poêlons de fer,1,,non,482667
poids,7,,non,482667
poids à peser,2,,non,482667
poids de fer,161,,non,482667
poids de fer de fonte,1,,non,482667
poids de fonde,1,,non,482667
poids de plomb,1,,non,482667
poignards de traite et sabres,0,,oui,482667
poignards et sabres de traite,1,,non,482667
poignées d'épée d'argent,1,,non,482667
poignées pour sabres,2,,non,482667
poignets de chemise,3,,non,482667
poil,12,,non,482667
poil blanc,1,,non,482667
poil brossiers et rognures,1,,non,482667
poil d'autruche en laine pour faire lisière,1,,non,482667
poil d'élan et de lièvre,1,,non,482667
poil d'Espagne d'argent,1,,non,482667
poil de ???,1,,non,482667
poil de bœuf,22,,non,482667
poil de bœuf c'est de la laine,1,,non,482667
poil de bœuf et de vache,6,,non,482667
poil de bouc,2,,non,482667
poil de carton,1,,non,482667
poil de castor,35,,non,482667
poil de castor et d'élan,1,,non,482667
poil de chameau,105,,non,482667
poil de chameau et de chèvre,1,,non,482667
poil de chameau et de chèvre et de lièvre,2,,non,482667
poil de chameau et de lièvre,1,,non,482667
poil de cheval,1,,non,482667
poil de chèvre,159,,non,482667
poil de chèvre et de lapin et de lièvre,193,,non,482667
poil de chèvre filé,0,,oui,482667
poil de chèvre non filé,2,,non,482667
poil de chèvre simple,17,,non,482667
poil de chevreau,8,,non,482667
poil de chevrotin,36,,non,482667
poil de cochon,1,,non,482667
poil de coton,1,,non,482667
poil de laine,3,,non,482667
poil de lapin,187,,non,482667
poil de lapin et de lièvre,11,,non,482667
poil de lièvre,35,,non,482667
poil de loup,1,,non,482667
poil de porcs,4,,non,482667
poil de porcs et poil de sanglier,86,,non,482667
poil de sanglier,107,,non,482667
poil de vache,3,,non,482667
poil de vache et autres plocqs,0,,oui,482667
poil et cheveux,1,,non,482667
poil pour doublage,1,,non,482667
poil propre à la chapellerie et à la filature,4,,non,482667
poinade,2,,non,482667
poinçon neuf et vide,1,,non,482667
point d'argent et d'or,1,,non,482667
point d'Espagne,1,,non,482667
point d'Espagne d'argent,1,,non,482667
point d'Espagne d'argent et d'or,3,,non,482667
point d'Espagne d'or,3,,non,482667
point d'Espagne et ruban or et argent,1,,non,482667
point d'or,1,,non,482667
point de Hongrie,1,,non,482667
pointes de bâts,3,,non,482667
pointes de bois,5,,non,482667
pointes de bois pour bâts,5,,non,482667
pointes de corne,1,,non,482667
pointes de Hongrie,1,,non,482667
pointes de queues de martre,3,,non,482667
pointes pour bâtir de bois,1,,non,482667
poireaux,3,,non,482667
poireaux à planter,1,,non,482667
poires,54,,non,482667
poires de coing,1,,non,482667
poires du bon chrétien,2,,non,482667
poires du bon chrétien et de coing,1,,non,482667
poires en pommes,3,,non,482667
poires et pommes,4,,non,482667
poires et pommes communes,1,,non,482667
poires et pommes fraîches,80,,non,482667
poires et pommes sèches,1,,non,482667
poires fraîches,3,,non,482667
poires sèches,6,,non,482667
pois,142,,non,482667
pois blancs,5,,non,482667
pois chiches,14,,non,482667
pois communs,1,,non,482667
pois confits,1,,non,482667
pois crus,2,,non,482667
pois d'Espagne,1,,non,482667
pois de Bourgogne,105,,non,482667
pois de Grasse,1,,non,482667
pois en gerbe,1,,non,482667
pois et fève et haricot,2,,non,482667
pois et fèves,8,,non,482667
pois fayolles,1,,non,482667
pois haricots,1,,non,482667
pois résine,0,,oui,482667
pois secs,64,,non,482667
pois secs et verts,1,,non,482667
pois verts,104,,non,482667
poisson,634,,non,482667
poisson ???,1,,non,482667
poisson anchois,36,,non,482667
poisson blanc,1,,non,482667
poisson blanc et petit,1,,non,482667
poisson d'eau douce,23,,non,482667
poisson d'eau douce frais,1,,non,482667
poisson d'eau douce frais préparé,4,,non,482667
poisson de mer,40,,non,482667
poisson de mer 196 lignes,1,,non,482667
poisson de mer de pêche française,5,,non,482667
poisson de mer divers,6,,non,482667
poisson de mer frais,10,,non,482667
poisson de mer frais fumé salé ou sec,3,,non,482667
poisson de mer frais salé et sec,1,,non,482667
poisson de mer mariné à l'huile,7,,non,482667
poisson de mer salé,2,,non,482667
poisson de mer salé divers,1,,non,482667
poisson de mer salé et mariné,19,,non,482667
poisson de mer salé et mariné ??? blanc,3,,non,482667
poisson de mer salé ou mariné,10,,non,482667
poisson de mer sec,1,,non,482667
poisson divers salé,8,,non,482667
poisson en adobe,1,,non,482667
poisson en anchois,1,,non,482667
poisson en daube,2,,non,482667
poisson frais,163,,non,482667
poisson frais de mer,11,,non,482667
poisson frais et gros,10,,non,482667
poisson frais et mariné et salé,11,,non,482667
poisson frais et petit,4,,non,482667
poisson frais et salé,59,,non,482667
poisson frais menu,1,,non,482667
poisson frit,119,,non,482667
poisson frit et gros,1,,non,482667
poisson frit salé,1,,non,482667
poisson mariné,12,,non,482667
poisson salé,734,,non,482667
poisson salé et frais,9,,non,482667
poisson salé et mariné,13,,non,482667
poisson salé morue accompagnée de ???,3,,non,482667
poisson sec,8,,non,482667
poivre,1557,,non,482667
poivre à meules,1,,non,482667
poivre blanc,55,,non,482667
poivre blanc-noir,1,,non,482667
poivre brun,2,,non,482667
poivre commun,53,,non,482667
poivre concassé,1,,non,482667
poivre de Bourgogne,1,,non,482667
poivre de girofle,2,,non,482667
poivre de Jamaïque,1,,non,482667
poivre de roussi,1,,non,482667
poivre des entrepôts,1,,non,482667
poivre des Indes,4,,non,482667
poivre dit maniquette,2,,non,482667
poivre doux,1,,non,482667
poivre en grabeau,44,,non,482667
poivre en grains,10,,non,482667
poivre en poudre,1,,non,482667
poivre en poussière,2,,non,482667
poivre giroflé,240,,non,482667
poivre léger,1,,non,482667
poivre long,41,,non,482667
poivre noir,102,,non,482667
poivre ordinaire,36,,non,482667
poivre piment,12,,non,482667
poivre rond,1,,non,482667
poivre sec,1,,non,482667
poivre vert,1,,non,482667
poix,193,,non,482667
poix blanche,10,,non,482667
poix blanche et noire et résines,6,,non,482667
poix blanche et résines,4,,non,482667
poix de Bourgogne,2,,non,482667
poix et tartre,2,,non,482667
poix et térébenthine,1,,non,482667
poix étrangère,1,,non,482667
poix grasse,6,,non,482667
poix molle,1,,non,482667
poix noire,67,,non,482667
poix noire et poix blanche,1,,non,482667
poix ou galipot,5,,non,482667
poix résines,211,,non,482667
poix terck daguet goudron,2,,non,482667
polimi,71,,non,482667
polimi de poil,11,,non,482667
polimi gris,2,,non,482667
polipode,0,,oui,482667
polonaises,2,,non,482667
polypode,8,,non,482667
pomargues,1,,non,482667
pomelles à voiliers,1,,non,482667
pomette d'acier,1,,non,482667
pommade,540,,non,482667
pommade commune,1,,non,482667
pommade de senteur,31,,non,482667
pommade et poudre,10,,non,482667
pommade et poudre et savonettes,0,,oui,482667
pommade et poudre et savonnettes,2,,non,482667
pommade et savonnettes,1,,non,482667
pommeaux de cuivre doré,1,,non,482667
pommes,183,,non,482667
pommes crues,1,,non,482667
pommes d'api,2,,non,482667
pommes de caille,1,,non,482667
pommes de cannes,1,,non,482667
pommes de grenade,1,,non,482667
pommes de paradis,1,,non,482667
pommes de rainettes,4,,non,482667
pommes de terre,41,,non,482667
pommes elemy,1,,non,482667
pommes et poires,17,,non,482667
pommes fraîches,36,,non,482667
pommes sèches,1,,non,482667
pompes,11,,non,482667
pompes à boire,1,,non,482667
pompes à éteindre le feu,1,,non,482667
pompes à feu,5,,non,482667
pompes à Hollande,1,,non,482667
pompes à incendie,3,,non,482667
pompes à laver les vitres,1,,non,482667
pompes à main et petites,1,,non,482667
pompes à navire,1,,non,482667
pompes de bois,26,,non,482667
pompes de cuivre,1,,non,482667
pompes de fer,1,,non,482667
pompes de Hollande,1,,non,482667
pompes de navire,1,,non,482667
pompes de plomb,1,,non,482667
pompes de plomb de 20 pieds,1,,non,482667
pompes pour pompiers,2,,non,482667
pompons,1,,non,482667
pompons d'argent et de soie,1,,non,482667
poncire,66,,non,482667
ponçure de pin,1,,non,482667
Pondichery,0,,oui,482667
Pondichéry,1,,non,482667
pondre à tirer,0,,oui,482667
popeline,18,,non,482667
popeline de coton et soie,1,,non,482667
popeline de filoselle,1,,non,482667
popeline de soie,1,,non,482667
popeline des prises,1,,non,482667
populeum,4,,non,482667
porcelaine,1461,"Porcelaine, Fayance, Poterie",non,4606
porcelaine à la valeur,1,,non,482667
porcelaine commune,133,,non,482667
porcelaine commune et fine,2,,non,482667
porcelaine contrefaite,5,,non,482667
porcelaine de Chine,1,,non,482667
porcelaine de Hollande,9,,non,482667
porcelaine de Saint-Cloud,5,,non,482667
porcelaine de Saxe,10,,non,482667
porcelaine de Tournai,2,,non,482667
porcelaine des Indes,53,,non,482667
porcelaine diverse,4,,non,482667
porcelaine du Faubourg Saint-Antoine,1,,non,482667
porcelaine du Japon,1,,non,482667
porcelaine et faïence,2,,non,482667
porcelaine fine,8,,non,482667
porcelaine fine à la valeur,1,,non,482667
porcelaine fine au kilogramme,2,,non,482667
porcelaine Hollande,1,,non,482667
porcelaine ordinaire,0,,oui,482667
porcelaine soucoupes et tasses,1,,non,482667
porcelets,85,,non,482667
porcelets et porcs,19,,non,482667
porcs,122,,non,482667
porcs au-dessous de 6 mois,4,,non,482667
porcs au-dessus de 6 mois,1,,non,482667
porcs confits,6,,non,482667
porcs de 6 mois et au-dessus,4,,non,482667
porcs de lait,33,,non,482667
porcs de lait au-dessous de 3 mois,2,,non,482667
porcs et porcelets,1,,non,482667
porcs et porcselets,0,,oui,482667
porcs frais,10,,non,482667
porcs fumés,1,,non,482667
porcs gras,292,,non,482667
porcs gras en vie,1,,non,482667
porcs gras et maigres,1,,non,482667
