dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,230,Feuilles ; de Séné,50732,14495,50732,Kilo,3.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,230,Fleurs ; Autres,8798,8798,8798,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,230,Fleurs ; de Lavande et d'oranger,315298,157649,315298,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,234,Fruits ; Autres,91678,91678,91678,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,232,Fruits ; Badiane ou Anis étoilé de la Chine,24682,12341,24682,Kilo,2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,234,Fruits ; Barbotine,1238,4128,1238,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,232,Fruits ; Casse sans apprêt,84396,56264,84396,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,234,Fruits ; Follicules de séné,16920,6043,16920,Kilo,2.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,232,Fruits ; Graine de moutarde,153405,306810,153405,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,232,Fruits ; Tamarins ; confits dans le sucre,2112,1408,2112,Kilo,1.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,232,Fruits ; Tamarins ; en gousses,1548,3440,1548,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,228,Herbes ; Absinthe,9220,18441,9220,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,228,Herbes ; Autres,3229,6458,3229,Kilo,0.5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,224,Ipécacuana,71669,5513,71669,Kilo,13
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,226,Iris de Florence,60393,33552,60393,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,226,Jalap,114784,35870,114784,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,220,Jus de réglisse,403075,403075,403075,Kilo,1
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,234,Lichens médicinaux,1571,5236,1571,Kilo,0.3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,220,Manne,52007,28893,52007,Kilo,1.8
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,330,Médicaments composés (Eaux distillées sans alcool),3935,787,3935,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,218,Opium,318368,9949,318368,Kilo,32
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,226,Racines ; autres,123370,37790,123370,Kilo,3.26
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,224,Rhubarbe,31995,6399,31995,Kilo,5
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,226,Réglisse,55016,122257,55016,Kilo,0.45
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,214,Résines ; Scammonée,32920,823,32920,Kilo,40
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,214,Résines ; Térébenthine ; compacte,560,2800,560,Kilo,0.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,214,Résines ; Térébenthine ; essence,182,304,182,Kilo,0.6
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,212,Résines ; Térébenthine liquide,2544,16962,2544,Kilo,0.15
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,226,Salesepareille,198735,66245,198735,Kilo,3
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,172,Sangsues,592104,19736800,592104,pièce,0.03
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,308,Sels ammoniacaux ; bruts ou en poudre,80,25,80,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,308,Sels ammoniacaux ; raffinés,41482,12963,41482,Kilo,3.2
Pierre Holegien,Tableau décennal,Out/Tableau Général/Tableau Décennal/1827-1836_importations.csv,Out,1836,Imports,310,"Sels, sulfates ; de magnésie",1738,2896,1738,Kilo,0.6
